orig_texts	orig_labels	orig_predictions	orig_z	edits_texts	edits_labels	edits_predictions	edits_z_pre	edits_z_pos
▁A ▁worker ▁is ▁ preparing ▁fish ▁to ▁be ▁sold ▁at ▁ a ▁market . </s> ▁A ▁person ▁is ▁on ▁ a ▁boat ▁fishing . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁worker ▁is ▁ preparing ▁fish ▁to ▁be ▁sold ▁at ▁ a ▁market . </s> ▁A ▁person ▁is ▁working ▁at ▁ a ▁market . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁wearing ▁ a ▁ s hit e ▁short - s le e ve d ▁shirt ▁kiss e s ▁ a ▁woman ▁wearing ▁ a ▁light ▁pink ▁jacket ▁while ▁standing ▁on ▁ a ▁public ▁street . </s> ▁A ▁man ▁is ▁kiss ing ▁ a ▁woman </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]	▁A ▁man ▁wearing ▁ a ▁ s hit e ▁short - s le e ve d ▁shirt ▁kiss e s ▁ a ▁woman ▁wearing ▁ a ▁light ▁pink ▁jacket ▁while ▁standing ▁on ▁ a ▁public ▁street . </s> ▁A ▁man ▁is ▁kiss ing ▁ a ▁woman </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]
▁A ▁photo ▁of ▁ a ▁woman ▁in ▁ a ▁black ▁coat ▁standing ▁in ▁front ▁of ▁ a ▁large ▁two - panel e d ▁photo ▁depict ing ▁ a ▁woman ▁in ▁ a ▁gray ▁dress ▁looking ▁down ▁with ▁her ▁hand ▁in ▁ a ▁bag . </s> ▁The ▁photo ▁was ▁of ▁two ▁men . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁photo ▁of ▁ a ▁woman ▁in ▁ a ▁black ▁coat ▁standing ▁in ▁front ▁of ▁ a ▁large ▁two - panel e d ▁photo ▁depict ing ▁ a ▁woman ▁in ▁ a ▁gray ▁dress ▁looking ▁down ▁with ▁her ▁hand ▁in ▁ a ▁bag . </s> ▁The ▁photo ▁is ▁of ▁two ▁women . </s> </s> </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
▁A ▁woman ▁runs ▁on ▁the ▁beach . </s> ▁The ▁old ▁lady ▁spend s ▁ a ▁good ▁time ▁relaxing ▁on ▁the ▁lounge . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁woman ▁runs ▁on ▁the ▁beach . </s> ▁The ▁woman ▁enjoy s ▁ a ▁day ▁at ▁the ▁beach . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁An ▁old ▁man ▁holds ▁up ▁ a ▁sign . </s> ▁A ▁man ▁is ▁sleeping . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁An ▁old ▁man ▁holds ▁up ▁ a ▁sign . </s> ▁A ▁man ▁is ▁holding ▁something . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁ Several ▁men ▁in ▁black ▁ t - shirts ▁and ▁caps ▁are ▁using ▁with ▁metal ▁rod s ▁to ▁smash ▁food ▁that ' s ▁lying ▁on ▁ a ▁round ▁table ▁with ▁ a ▁hole ▁in ▁the ▁center . </s> ▁men ▁using ▁metal ▁rod s </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁ Several ▁men ▁in ▁black ▁ t - shirts ▁and ▁caps ▁are ▁using ▁with ▁metal ▁rod s ▁to ▁smash ▁food ▁that ' s ▁lying ▁on ▁ a ▁round ▁table ▁with ▁ a ▁hole ▁in ▁the ▁center . </s> ▁Nobody ▁smash e s </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
▁Two ▁women ▁look ▁at ▁ a ▁table ▁with ▁as sorted ▁items ▁on ▁it ▁in ▁some ▁sort ▁of ▁market ▁that ▁others ▁are ▁currently ▁browsing . </s> ▁two ▁women ▁are ▁looking </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]	▁Two ▁women ▁look ▁at ▁ a ▁table ▁with ▁as sorted ▁items ▁on ▁it ▁in ▁some ▁sort ▁of ▁market ▁that ▁others ▁are ▁currently ▁browsing . </s> ▁Two ▁women ▁are ▁sleeping </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]
▁An ▁Asian ▁lady ▁is ▁holding ▁ a ▁cup ▁and ▁sitting ▁in ▁front ▁of ▁ a ▁table ▁covered ▁in ▁different ▁foods . </s> ▁There ▁is ▁ a ▁table ▁next ▁to ▁ a ▁lady . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁An ▁Asian ▁lady ▁is ▁holding ▁ a ▁cup ▁and ▁sitting ▁in ▁front ▁of ▁ a ▁table ▁covered ▁in ▁different ▁foods . </s> ▁There ▁is ▁ a ▁man ▁sitting ▁next ▁to ▁ a ▁table . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁fire man ▁searching ▁for ▁something ▁using ▁ a ▁flashlight . </s> ▁A ▁fire man ▁is ▁in ▁the ▁dark . </s>	0	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁fire man ▁searching ▁for ▁something ▁using ▁ a ▁flashlight . </s> ▁A ▁fire man ▁is ▁on ▁the ▁job . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁young ▁girl ▁with ▁water ▁wings ▁leap s ▁into ▁ a ▁ crowded ▁pool </s> ▁There ▁are ▁people ▁in ▁ a ▁pool . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁young ▁girl ▁with ▁water ▁wings ▁leap s ▁into ▁ a ▁ crowded ▁pool </s> ▁There ▁is ▁nobody ▁in ▁ a ▁pool . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁woman ▁with ▁ a ▁vest ▁and ▁red ▁shirt ▁is ▁holding ▁her ▁hand ▁up ▁above ▁ a ▁black ▁and ▁white ▁dog ▁that ▁is ▁jumping . </s> ▁The ▁woman ▁is ▁wearing ▁ a ▁full ▁ s le e ve d ▁jacket . </s>	2	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁woman ▁with ▁ a ▁vest ▁and ▁red ▁shirt ▁is ▁holding ▁her ▁hand ▁up ▁above ▁ a ▁black ▁and ▁white ▁dog ▁that ▁is ▁jumping . </s> ▁The ▁woman ▁is ▁wearing ▁ a ▁red ▁ t ux e d o d o . </s>	0	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
▁A ▁man ▁sitting ▁and ▁ a ▁woman ▁ laying ▁in ▁his ▁lap ▁kiss ing ▁each ▁other . </s> ▁A ▁man ▁sitting ▁and ▁woman ▁ laying ▁in ▁his ▁lap . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁man ▁sitting ▁and ▁ a ▁woman ▁ laying ▁in ▁his ▁lap ▁kiss ing ▁each ▁other . </s> ▁A ▁man ▁sitting ▁and ▁woman ▁ laying ▁in ▁his ▁lap ▁sleeping . </s>	2	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁The ▁ blo nd ▁young ▁man ▁who ▁had ▁been ▁ s platte red ▁with ▁paint ▁colors ▁of ▁blue , ▁orange , ▁and ▁green ▁held ▁up ▁his ▁camera ▁to ▁take ▁ a ▁picture . </s> ▁A ▁man ▁covered ▁in ▁paint ▁takes ▁ a ▁photo . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁The ▁ blo nd ▁young ▁man ▁who ▁had ▁been ▁ s platte red ▁with ▁paint ▁colors ▁of ▁blue , ▁orange , ▁and ▁green ▁held ▁up ▁his ▁camera ▁to ▁take ▁ a ▁picture . </s> ▁A ▁man ▁in ▁black ▁takes ▁ a ▁picture . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁person ▁standing ▁next ▁to ▁an ▁old ▁dark ▁building . </s> ▁A ▁person ▁standing ▁near ▁ a ▁building . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁person ▁standing ▁next ▁to ▁an ▁old ▁dark ▁building . </s> ▁A ▁person ▁is ▁sitting ▁on ▁ a ▁bench . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁ a ▁dog ▁jump s ▁over ▁the ▁pole . </s> ▁dog ▁is ▁jumping ▁over ▁ a ▁pole </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]	▁ a ▁dog ▁jump s ▁over ▁the ▁pole . </s> ▁Nothing ▁is ▁jumping ▁over ▁ a ▁pole </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]
▁A ▁four ▁piece ▁band ▁plays ▁ a ▁song ▁on ▁ a ▁medium - size ▁stage . </s> ▁A ▁three ▁piece ▁band ▁plays ▁ a ▁song ▁on ▁ a ▁medium - size ▁stage . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁four ▁piece ▁band ▁plays ▁ a ▁song ▁on ▁ a ▁medium - size ▁stage . </s> ▁A ▁band ▁plays ▁ a ▁song ▁on ▁ a ▁medium - sized ▁stage . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁Two ▁men ▁in ▁costumes ▁with ▁fake ▁carrot ▁nose s , ▁top ▁ hat s , ▁sunglasses ▁and ▁white ▁fur ▁coat s ▁that ▁contain ▁white ▁electrical ▁lights . </s> ▁People ▁in ▁costumes </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]	▁Two ▁men ▁in ▁costumes ▁with ▁fake ▁carrot ▁nose s , ▁top ▁ hat s , ▁sunglasses ▁and ▁white ▁fur ▁coat s ▁that ▁contain ▁white ▁electrical ▁lights . </s> ▁Nobody ▁in ▁costumes </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
▁One ▁female ▁and ▁two ▁male ▁musicians ▁holding ▁musical ▁equipment . </s> ▁There ▁four ▁female s </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁One ▁female ▁and ▁two ▁male ▁musicians ▁holding ▁musical ▁equipment . </s> ▁Human s </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁young ▁boy ▁hanging ▁on ▁ a ▁pole ▁smiling ▁at ▁the ▁camera . </s> ▁The ▁young ▁boy ▁is ▁smiling . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁young ▁boy ▁hanging ▁on ▁ a ▁pole ▁smiling ▁at ▁the ▁camera . </s> ▁The ▁boy ▁is ▁fr own ing . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁woman ▁talks ▁on ▁ a ▁cellphone ▁while ▁sitting ▁in ▁front ▁of ▁blue ▁rail ing s ▁that ▁are ▁in ▁front ▁of ▁the ▁ocean . </s> ▁She ▁has ▁ a ▁conversation ▁on ▁her ▁phone ▁outdoors </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]	▁A ▁woman ▁talks ▁on ▁ a ▁cellphone ▁while ▁sitting ▁in ▁front ▁of ▁blue ▁rail ing s ▁that ▁are ▁in ▁front ▁of ▁the ▁ocean . </s> ▁She ▁has ▁ a ▁conversation ▁on ▁her ▁phone </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]
▁An ▁Asian ▁woman ▁in ▁ a ▁purple ▁shirt ▁ preparing ▁ a ▁bowl ▁of ▁food ▁for ▁the ▁younger ▁Asian ▁boy ▁sitting ▁near ▁buy , ▁while ▁an ▁Asian ▁man ▁ eat s ▁ a ▁roll ▁and ▁prepare s ▁to ▁take ▁some ▁food ▁up ▁with ▁his ▁chop stick s . </s> ▁A ▁woman ▁is ▁ preparing ▁food ▁for ▁ a ▁child . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁An ▁Asian ▁woman ▁in ▁ a ▁purple ▁shirt ▁ preparing ▁ a ▁bowl ▁of ▁food ▁for ▁the ▁younger ▁Asian ▁boy ▁sitting ▁near ▁buy , ▁while ▁an ▁Asian ▁man ▁ eat s ▁ a ▁roll ▁and ▁prepare s ▁to ▁take ▁some ▁food ▁up ▁with ▁his ▁chop stick s . </s> ▁A ▁woman ▁is ▁ preparing ▁food ▁for ▁ a ▁young ▁boy . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
